
180,影の騎士,304,31,トラペッタ地方・名もなき小島,まんげつ草・青どうの盾

48,ガチャゴッコ,56,31,アスカンタ国領・パルミド地方,鉄のクギ・ダガーナイフ

17,かぶとこぞう,12,10,リーザス地方・トラペッタ地方,やくそう・皮のぼうし

87,ガルーダ,75,12,トロデーン国領・トロデーン城,どくがのナイフ・ヘアバンド

208,ギガンテス,511,36,マイエラ地方・翼を持つ者の場所,アモールの水・エルフの飲み薬

56,キメラ,64,12,アスカンタ国領・パルミド地方,キメラのつばさ・ヘアバンド

103,きめんどうし,90,32,北西の孤島,赤いカビ・まどうしの杖

256,ギャオース,194,36,サザンビーク城南東砂浜（昼夜）,竜のうろこ・疾風のバンダナ

272,キャプテン・クロウ,9750,2675,海賊の洞くつ,キャプテンハット

130,キラーアーマー,124,52,サザンビーク国領東 ・砂漠地方,兵士の剣・あつでのよろい

85,キラースコップ,68,16,モグラの生活地域・モグラのアジト,やくそう・石のぼうし

93,キラーパンサー,120,31,ベルガラック地方,やくそう・まじゅうの皮

168,キラーマシン,315,58,雪山地方・竜骨の迷宮,鉄のむねあて・はがねのつるぎ

135,キラーモス,116,14,サヴェツラ地方・王家の山,どくけし草・レンネットのこな

111,キングスライム,110,51,名もなき小島・ベルガラック地方,スライムピアス・スライムの冠

255,キングマーマン,278,54,海賊の洞くつ,やくそう・どくけし草

205,キングミミック,402,71,トラペッタ地方・アスカンタ国領,鉄のクギ・かしこさの

179,キングムーチョ,318,51,隔絶された台地・神鳥の巣,上やくそう・マジカルハット

128,グール,98,17,サザンビーク国領東,どくけし草・金の指輪

283,ククール像,280,0,暗黒魔城都市,なし

52,くさった死体,59,11,旧修道院跡地・パルミド地方,どくけし草・くさりかたびら

6,くしざしツインズ,3,3,トラペッタ地方,ひのきのぼう・どうのつるぎ

58,くびかりぞく,62,18,パルミド地方,やくそう・うろこの盾

259,クラーゴン,303,52,海,やくそう・まんげつのリング

202,グリゴンダンス,199,31,トラペッタ地方・アスカンタ国領,ステテコパンツ・あくまのしっぽ

221,グレートジンガー,1830,380,天の祭壇,ふしぎなきのみ・金塊

203,クローハンズ,386,73,サザンビーク国領西・北西の孤島,鉄かぶと・アサシンダガー

194,クロコダイモス,637,138,リーザス地方・マイエラ地方,ヘアバンド・うろこのよろい

216,ケムンクルス,379,66,竜神の道,月のめぐみ・しあわせのくつ

192,ゲロンガー,166,16,人跡未踏の森・神鳥の巣,みず草のカビ・バンダナ

25,げんじゅつし,31,18,マイエラ地方,ひのきのぼう・まどうしの杖

110,ゴールドマン,54,210,聖地ゴルド地方・翼を持つ者の場所,金のブレスレット・金の指輪

156,ゴーレム,237,50,リブルアーチ地方・ライドンの塔,レンネットのこな・パワーベルト

173,ごくらくちょう,163,43,隔絶された台地・神鳥の巣,イーグルダガー・まもりのルビー

293,黒鉄の巨竜,18010,0,天の祭壇,スキルのたね

46,コサックシープ,54,18,アスカンタ国領,やくそう・皮のこしまき

57,ごろつき,66,14,パルミド地方,石のオノ・レザーマント

60,コングヘッド,65,10,パルミド地方,まじゅうの皮・大きづち

20,サーベルきつね,20,16,リーザス地方,たびびとの服・金のブレスレット

195,サイクロプス,443,69,人跡未踏の森・翼を持つ者の場所,アモールの水・大きづち

51,サイコロン,58,19,アスカンタ国領・願いの丘,キメラのつばさ・まじゅうの皮

155,サイレス,167,32,リブルアーチ地方・ライドンの塔,キメラのつばさ・ウィングエッジ

242,さつじんイカリ,75,19,海・サザンビーク国領東,怒りのタトゥー・アサシンダガー

261,ザバン,107,108,滝の洞くつ,ちからのたね

68,さまようたましい,62,9,剣士像の洞くつ,せいすい・まほうのせいすい

67,さまようよろい,74,13,剣士像の洞くつ,鉄のよろい・鉄の盾

183,サンダーサタン,250,48,隔絶された台地・海賊の洞くつ,あくまのしっぽ・まどうしの杖

237,シーメーダ,24,20,リーザス地方・アスカンタ国領,やくそう・とうぞくのこしみの

88,じごくのよろい,90,19,トロデーン城,鉄のよろい・はがねのつるぎ

151,しにがみきぞく,176,56,リブルアーチ地方・闇の遺跡,鉄の盾・ホーリーランス

144,死のさそり,99,14,砂漠地方,どくけし草・どくばり

238,しびれくらげ,23,12,リーザス地方・海,まんげつ草・ふつうのチーズ

172,樹氷の竜,326,62,雪山地方・薬草園の洞くつ,竜のうろこ・チェーンクロス

2,しましまキャット,2,2,トラペッタ地方・トロデーン国領,やくそう・とうぞくのこしみの

284,シャークマジュ,1350,0,暗黒魔城都市,せかいじゅのしずく

53,ジャイアントバット,61,9,アスカンタ国領・願いの丘,こうもりの羽・まじゅうの皮

96,シャイニング,92,18,ベルガラック地方,ブーメラン・月のめぐみ

215,シャドウパンサー,507,103,トラペッタ地方・アスカンタ国領,皮のぼうし・聖者の灰

170,シャドー,216,14,トラペッタ地方・マイエラ地方,ブロンズナイフ・てっかめん

152,ジャンバラヤン,155,45,リブルアーチ地方,やくそう・スパンコールドレス

280,主人公像,800,0,暗黒魔城都市,なし

104,死霊の騎士,93,26,北西の孤島・聖地ゴルド地方,パワーベルト・はがねのつるぎ

24,じんめんガエル,20,13,リーザス周辺・リーザス像の塔,やくそう・アモールの水

49,じんめんじゅ,37,23,マイエラ地方・アスカンタ国領,やくそう・上やくそう

289,深紅の巨竜,13500,0,天の祭壇,スキルのたね

290,深緑の巨竜,14800,0,天の祭壇,スキルのたね

117,スカルライダー,97,32,サザンビーク国領東・サザンビーク国領西,やくそう・バンダナ

15,スキッパー,12,10,滝の洞くつ・リーザス地方,やくそう・うさぎのしっぽ

191,スケアフレイル,326,138,トラペッタ地方・マイエラ地方,どくけし草・ゾンビメイル

177,ストーンマン,340,38,隔絶された台地・神鳥の巣,上やくそう・ばくだん岩のかけら

166,スノーエイプ,202,24,雪山地方,大きづち・こおりのチーズ

184,スピンサタン,301,66,リーザス地方・パルミド地方,やくそう・やいばのブーメラン

91,スペクテット,75,14,モグラのアジト,せいすい・まほうのせいすい

1,スライム,1,1,トラペッタ地方・トロデーン国領,やくそう・アモールの水

161,スライムダーク,87,12,トラペッタ地方・マイエラ地方,やくそう・マジカルハット

47,スライムナイト,55,22,アスカンタ国領・願いの丘,スライムピアス・騎士団の盾

8,スライムべス,8,6,マイエラ地方・アスカンタ国領,やくそう・スライムピアス

131,スライムベホマズン,136,16,サザンビーク国領東･ライドンの塔,せかいじゅのしずく・アモールの水

294,聖なる巨竜,19040,0,天の祭壇,スキルのたね

282,ゼシカ像,460,0,暗黒魔城都市,なし

149,ソードファントム,164,34,闇の遺跡,アモールの水・まほうのせいすい

224,ソーラー,290,20,天の祭壇,フバフバチーズ・バスタードソード

214,ダークジャミラ,411,61,リーザス地方・アスカンタ国領,うさぎのしっぽ・聖者の灰

217,ダークデーブル,398,71,竜神の道,アイアンヘッドギア・命のブレスレット

228,ダークナイト,502,55,天の祭壇・竜神の道,やみのころも・古びたつるぎ

163,ダースウルフェン,108,26,雪山地方・薬草園の洞くつ,やくそう・まじゅうの皮

244,だいおうキッズ,74,15,サザンビーク国領東,とんがりぼうし・おどりこの服

193,ダイス・ド・デビル,245,87,人跡未踏の森・神鳥の巣,皮のぼうし・いのりの指輪

210,だいまじん,422,80,リーザス地方・マイエラ地方,岩塩・ごうけつのうでわ

248,大王イカ,116,46,サザンビーク国領西・海,皮のムチ・上やくそう

106,タップデビル,78,21,サザンビーク国領・聖地ゴルド地方,レザーマント・あくまのしっぽ

16,タホドラキー,9,7,リーザス地方･アスカンタ国領,やくそう・キメラのつばさ

124,ダンビラムーチョ,120,38,サザンビーク国領東,やくそう・金のブレスレット

206,チキンドラゴ,376,60,アスカンタ国領・サザンビーグ国領東,ガーターベルト・バスタードソード

218,デスストーカー,423,53,竜神の道,キャプテンハット・ビロードマント

254,デスセイレス,123,43,海,サンゴのかみかざり・まどうしの杖

189,デスターキー,309,73,トラペッタ地方・リーザス地方,ガーターベルト・まどろみの剣

29,デスファレーナ,37,12,マイエラ地方・アッスカンタ国領,レンネットのこな・赤いカビ

211,デスプリースト,398,57,トラペッタ地方・リーザス地方,まほうの法衣・ルーンスタッフ

252,デッドアンカー,121,33,海,鉄のヤリ・鉄のかま

112,鉄のさそり,82,21,サザンビーク国領東・サザンビーク国領西,鉄のクギ・鉄のかま

75,デビルパピヨン,66,19,トロデーン国領,どくけし草・レンネットのこな

207,デュラハーン,378,48,マイエラ地方・アスカンタ国領,レザーマント・はがねの盾

31,デンデン竜,64,32,マイエラ地方・アスカンタ国領,おいしいミルク・レンネットのこな

225,ドーラー,280,20,天の祭壇,はりきりチーズ・ちからの盾

143,ドールマスター,132,51,パルミド西の岬・リブルアーチ地方,キメラのつばさ・おどりこの服

113,どくどくゾンビ,75,17,サザンビーク国領西・北西の孤島,どくけし草・たびびとの服

97,どくやずきん,86,23,サザンビーク国領・ベルガラック地方,どくけし草・クロスボウ

4,ドラキー,2,3,トラペッタ地方・トロデーン国領,やくそう・キメラのつばさ

32,ドラキーマ,28,9,アスカンタ国領・リブルアーチ地方,まんげつ草・こうもりの羽

182,ドラゴンソルジャー,283,57,隔絶された台地・竜骨の迷宮,竜のうろこ・鉄のオノ

174,ドラゴンバゲージ,302,61,隔絶された台地・竜骨の迷宮,ドラゴンのふん・竜のうろこ

197,ドラゴンブッシュ,356,63,人跡未踏の森・翼を持つ者の場所,いばらのムチ・はがねのムチ

264,トラップボックス,1020,660,剣士像の洞くつ,ビーナスの涙

125,ドルイド,112,22,サザンビーク国領東・サザンビーク国領西,せいすい・まどうしの杖

269,ドルマゲス,3400,0,闇の遺跡,なし

270,ドルマゲス,12000,0,闇の遺跡,なし

61,どろにんぎょう,69,15,トロデーン国領,ひのきのぼう・岩塩

164,トロル,210,46,隔絶された大地・リブルアーチ地方,怒りのタトゥー・大かなづち

232,トロルキング,679,68,トロルの迷宮・天の祭壇,やくそう・スキルのたね

265,ドン・モーグラ,1160,360,モグラのアジト,月影のハープ

43,ナイトウォーカー,52,20,アスカンタ国領,まんげつ草・うさぎのしっぽ

54,ナイトフォックス,56,16,パルミド地方,羽ぼうし・レイピア

263,なげきの亡霊,680,200,旧修道院跡地,金のロザリオ

157,なぞの神官,183,63,闇の遺跡,まほうの法衣・はがねの鎌

70,ノックヒップ,69,16,パルミド地方・トロデーン国領,赤いカビ・こうもりの羽

271,呪われしゼシカ,7800,0,リブルアーチ,なし

126,バーサーカー,118,19,サザンビーク国領西,キトンシールド・鉄のオノ

92,バードファイター,90,28,ベルガラック地方,石のぼうし・パワーベルト

40,ハエおとこ,44,16,アスカンタ国領・アスカンタ国領,うしのふん・ふつうのチーズ

71,ばくだん岩,70,11,トロデーン国領・モグラのアジト,岩塩・ばくだん岩のかけら

84,はぐれメタル,10050,18,名もなき小島・神鳥の巣,すばやさのたね・しあわせのくつ

291,白銀の巨竜,15900,0,天の祭壇,スキルのたね

198,バッファロン,363,120,人跡未踏の森,赤いカビ・鉄のむねあて

150,バトルレックス,216,55,王家の山･リブルアーチ地方,竜のうろこ・ドラゴンのふん

55,パプリカン,47,10,パルミド地方,赤いカビ・レイピア

12,バブルスライム,5,7,トラペッタ地方・滝の洞くつ,どくけし草・まんげつ草

77,バブルボベル,309,41,トロデーン国領,ふつうのチーズ・命のきのみ

123,パペットマン,108,27,サザンビーク国領東・サザンビーク国領西,鉄のクギ・スライムピアス

41,パペット小僧,45,21,アスカンタ国領,絹のローブ・スライムピアス

78,バル,68,25,アスカンタ国領・トロデーン国領,皮のよろい・ふつうのチーズ

115,バロンジャッカル,102,43,聖地ゴルド地方・名もなき小島,レザーマント・テンペラーソード

226,パンドラボックス,560,184,竜神の道,命の指輪・オリハルコン

235,ビッグファング,718,82,天の祭壇,皮の盾・スキルのたね

250,ビッグマリオン,109,13,海,どくけし草・みず草のカビ

13,びっくりサタン,7,10,トラペッタ地方・トロデーン国領,キメラのつばさ・ステテコパンツ

62,ひとくいばこ,76,110,旧修道院跡地・剣士像の洞くつ,おなべのふた・鉄のクギ

5,プークプック,3,4,トラペッタ地方,布の服・たびびとの服

223,フーラー,310,30,天の祭壇,かちかちチーズ・まほうのよろい

229,フェイスボール,389,42,天の祭壇,みかわしの服・ヌーク草

141,笛吹き羊男,113,38,サヴェツラ地方,まじゅうの皮・毛皮のフード

236,プチアーノン,37,9,アスカンタ国領・バルミド地方,こんぼう・みず草のかび

50,ブチュチュンパ,53,15,アスカンタ国領・パルミド地方,赤いカビ・みず草のカビ

165,吹雪の魔女,186,56,雪山地方,あみタイツ・てんばつの杖

39,ブラウニー,43,12,マイエラ地方・アスカンタ国領,やくそう・大きづち

213,ブラックモス,226,15,トラペッタ地方・リーザス地方,レンネットのこな・聖者の灰

233,ブラックルーン,619,73,天の祭壇,"スパンコールドレス
                    ビロードマント"

196,ブラッドハンド,146,17,人跡未踏の森・神鳥の巣,やくそう・金の指輪

148,ブラッドマミー,125,16,闇の遺跡,バンダナ・赤いカビ

86,フラワーゾンビ,73,17,トロデーン城,赤いカビ・サンゴのかみかざり

162,ブリザード,199,13,雪山地方・薬草園の洞くつ,まほうのせいすい・こおりのチーズ

23,プリズニャン,19,8,リーザス地方,バンダナ・ふつうのチーズ

81,ブル,59,4,アスカンタ国領・トロデーン国領,ふつうのチーズ・はがねのつるぎ

274,ブルファング,3990,1200,名もなき小島・竜骨の迷宮 ,上どくけし草・かしこさのたね

76,ブルホーク,62,17,トロデーン国領,うしのふん・おいしいミルク

147,フレイム,143,14,砂漠地方・暗黒魔城都市,とうぞくのこしみの・辛口チーズ

187,ヘドロイド,287,61,神鳥の巣（闇）・闇の世界,みず草のカビ・レザーマント

18,べビーサタン,15,11,リーザス像の塔,冷たいチーズ・キメラのつばさ

66,ベホマスライム,70,11,サザンビーク国領東・名もなき小島,やくそう・月のめぐみ

230,べリアル,523,156,天の祭壇・竜神の道,怒りのタトゥー・バトルフォーク

79,ベル,65,16,アスカンタ国領・トロデーン国領,ふつうのチーズ・カメのこうら

234,ヘルガーディアン,662,68,天の祭壇,プラチナメイル・破滅の盾

212,ヘルクラッシャー,416,94,パルミド地方・ベルガラック地方,サタンヘルム・プラチナソード

118,ヘルコンドル,99,22,サザンビーク国領西・聖地ゴルド地方,上やくそう・イーグルダガー

167,ベルザブル,165,21,竜骨の迷宮,うしのふん・ドラゴンのふん

260,ヘルダイバー,255,38,名もなき小島周辺の海,みず草のカビ・辛口チーズ

257,ヘルパイレーツ,290,63,海賊の洞くつ,鉄の盾・鉄のヤリ

231,ヘルプラネット,468,86,天の祭壇,まんげつ草・スキルのたね

45,ヘルホーネット,51,12,マイエラ地方・アスカンタ国領,まんげつ草・どくがのナイフ

74,ベロニャーゴ,67,12,トロデーン国領,ターバン・皮のムチ

98,ポイズンキラー,89,13,ベルガラック地方・名もなき小島,まんげつ草・どくばり

21,ホイミスライム,18,13,アスカンタ国領・トロデーン国領,やくそう・アモールの水

69,ぼうれい剣士,68,12,剣士像の洞くつ,レザーマント・テンペラーソード

105,ホークマン,100,24,トロデーン国領・モグラの生活地域,キメラのつばさ・どうのつるぎ

186,ボーンナイト,304,72,隔絶された台地・神鳥の巣,ホーリーランス・マジカルハット

176,ボーンファイター,283,71,海賊の洞くつ・隔絶された台地,バトルアックス・はがねのつるぎ

241,ポグフィッシュ,60,11,海,どくけし草・うろこの盾

204,ボストロール,426,56,リーザス地方・アスカンタ国領,特やくそう・極上のカビ

201,ボボンガー,376,66,トラペッタ地方・アスカンタ国領,ドラゴンのふん・おいしいミルク

219,ホラーウォーカー,408,46,竜神の道,まほうのせいすい・あくまのムチ

80,ボル,60,4,アスカンタ国領・トロデーン国領,ふつうのチーズ・どうのつるぎ

220,ホロゴースト,376,72,竜神の道,レンネットのこな・聖者の灰

107,マージマタンゴ,75,13,サザンビーク国領東・北西の小島,赤いカビ・みず草のカビ

121,マージリンリン,41,9,サザンビーク国領東・サザンビーク国領西,赤いカビ・レイピア

247,マーマン,106,19,ゲルダの家南西海岸・サザンビーク城南東海岸,やくそう・うろこのよろい

181,まかいじゅ,333,56,アスカンタ国領・トロデーン国領,上やくそう・せかいじゅの葉

277,魔犬レオパルド,10020,0,サヴェッラ地方,なし

175,マジックリップス,149,18,隔絶された台地・竜骨の迷宮,まんげつ草・みず草のカビ

38,マタンゴ,40,11,マイエラ地方・アスカンタ国領,赤いカビ・ふつうのチーズ

145,マッスルアニマル,123,32,王家の山･リブルアーチ地方,パワーベルト・アサシンダガー

83,マッスルウータン,78,18,トロデーン国領,大きづち・まじゅうの皮

90,マッドドッグ,56,17,モグラのアジト・モグラの生活地域,鉄のむねあて・チェーンクロス

245,マッドロブスター,94,25,サザンビーク国領東・海賊の洞くつ,やいばのブーメラン・カメのこうら

73,マドハンド,45,8,トロデーン国領・砂漠地方,やくそう・ちからの指輪

160,マヒャドフライ,160,36,雪山地方・薬草園の洞くつ,うしのふん・ドラゴンのふん

95,マペットマン,90,41,サザンビーク国領・ベルガラック地方,やくそう・インテリめがね

65,マミー,67,10,剣士像の洞くつ・闇の遺跡,ターバン・インテリめがね

253,マリンギャング,116,16,海,やくそう・ヘビ皮のムチ

243,マリンフェアリー,79,18,海,アモールの水・うさぎのしっぽ

278,マルチェロ,11020,0,聖地ゴルド地方,なし

44,ミイラおとこ,55,9,アスカンタ国領・旧修道院跡地,バンダナ・ターバン

59,ミニデーモン,59,11,パルミド地方,こうもりの羽・ばくだん岩のかけら

120,ミミック,128,72,名もなき小島・海賊の洞くつ,鉄のクギ・ちからのたね

133,メイジキメラ,115,35,サザンビーク国領東・リブルアーチ地方,キメラのつばさ・まほうのせいすい

116,メガザルロック,111,11,サザンビーク国領・ベルガラック地方,石のぼうし・ばくだん岩のかけら

11,メタッピー,5,8,トラペッタ地方・リーザス地方,おなべのふた・キメラのつばさ

171,メタルキング,30010,240,人跡未踏の森・竜骨の迷宮,スライムの冠・オリハルコン

36,メタルスライム,1350,5,アスカンタ国領・サザンビーク国領,すばやさのたね・まもりのたね

82,メタルハンター,76,20,トロデーン城,クロスボウ・はがねのつるぎ

94,メタルライダー,91,33,ベルガラック地方,スライムピアス・キトンシールド

9,メラゴースト,5,4,トラペッタ地方・滝の洞くつ,せいすい・アモールの水

266,モグラの子分,68,16,モグラのアジト,なし

199,モヒカント,318,160,人跡未踏の森,みず草のカビ・鉄の盾

136,モビルフォース,318,100,パルミド西の岬・ライドンの塔,特やくそう・はがねのつるぎ

137,モビルヘッド,81,25,パルミド西の岬・ライドンの塔,まんげつ草・鉄かぶと

138,モビルボディ,71,25,パルミド西の岬・ライドンの塔,岩塩・鉄のよろい

139,モビルライト,61,25,パルミド西の岬・ライドンの塔,どくけし草・はがねのつるぎ

140,モビルレフト,63,25,パルミド西の岬・ライドンの塔,やくそう・鉄の盾

185,闇の司祭,316,101,トラペッタ地方・リーザス地方,レザーマント・聖者の灰

281,ヤンガス像,730,0,暗黒魔城都市,なし

276,妖魔ゲモン,8600,0,闇の世界,スキルのたね

100,よるのていおう,93,46,サザンビーク国領東・ベルガラック地方,こうもりの羽・金の指輪

119,ランドゲーロ,88,18,サザンビーク国領東・サザンビーク国領西,みず草のカビ・冷たいチーズ

209,リザードファッツ,396,57,リーザス地方・マイエラ地方,まじゅうの皮・竜のうろこ

3,リップス,2,3,トラペッタ地方,やくそう・まんげつ草

288,竜神王,0,0,天の祭壇,なし

14,リリパット,10,8,リーザス地方・トロデーン国領,バンダナ・ふつうのチーズ

30,リンリン,31,16,マイエラ地方,ヘアバンド・金のブレスレット

114,レッサーデーモン,107,88,北西の孤島,赤いカビ・金のブレスレット

273,レッドオーガ,4200,1500,名もなき小島・竜骨の迷宮,上やくそう・ちからのたね

108,レッドティル,92,36,聖地ゴルド地方・名もなき小島,こうもりの羽・いばらのムチ

275,レティス,10150,0,闇の世界,ふしぎなきのみ

227,ワイトキング,477,72,竜神の道,聖者の灰・ドクロの指輪

240,わかめ王子,56,16,アスカンタ国領・バルミド地方,みず草のカビ・サンゴのかみかざり

190,ワニバーン,617,138,隔絶された台地・翼を持つ者の場所,ヘアバンド・うろこのよろい

34,わらいぶくろ,35,25,アスカンタ国領・旧修道院跡地,布の服・ヘアバンド

28,ワンダーフール,36,11,マイエラ地方,やくそう・金のブレスレット
